category,category.keyword,currency,customer_first_name,customer_first_name.keyword,customer_full_name,customer_full_name.keyword,customer_gender,customer_id,customer_last_name,customer_last_name.keyword,customer_phone,day_of_week,day_of_week_i,email,event.dataset,geoip.city_name,geoip.continent_name,geoip.country_iso_code,geoip.location,geoip.region_name,manufacturer,manufacturer.keyword,order_date,order_id,products._id,products._id.keyword,products.base_price,products.base_unit_price,products.category,products.category.keyword,products.created_on,products.discount_amount,products.discount_percentage,products.manufacturer,products.manufacturer.keyword,products.min_price,products.price,products.product_id,products.product_name,products.product_name.keyword,products.quantity,products.sku,products.tax_amount,products.taxful_price,products.taxless_price,products.unit_discount_amount,sku,taxful_total_price,taxless_total_price,total_quantity,total_unique_products,type,user
"Men's Shoes, Men's Clothing","Men's Shoes, Men's Clothing",EUR,Hicham,Hicham,Hicham Carr,Hicham Carr,MALE,8,Carr,Carr,(empty),Wednesday,2,hicham@carr-family.zzz,sample_ecommerce,Marrakesh,Africa,MA,"{
  ""coordinates"": [
    -8,
    31.6
  ],
  ""type"": ""Point""
}",Marrakech-Tensift-Al Haouz,"Low Tide Media, Spherecords","Low Tide Media, Spherecords","Sep 14, 2021 @ 19:50:24.000",558595,"sold_product_558595_18785, sold_product_558595_11493","sold_product_558595_18785, sold_product_558595_11493","$60.00, $20.98","$60.00, $20.98","Men's Shoes, Men's Clothing","Men's Shoes, Men's Clothing","Dec 6, 2016 @ 18:50:24.000, Dec 6, 2016 @ 18:50:24.000","0, 0","0, 0","Low Tide Media, Spherecords","Low Tide Media, Spherecords","$32.38, $10.08","$60.00, $20.98","18,785, 11,493","Boots - dark brown, Tracksuit bottoms - light grey multicolor","Boots - dark brown, Tracksuit bottoms - light grey multicolor","1, 1","ZO0406404064, ZO0657906579","0, 0","$60.00, $20.98","$60.00, $20.98","0, 0","ZO0406404064, ZO0657906579",$81 ,$81.00 ,2,2,order,hicham
Men's Clothing,Men's Clothing,EUR,Jim,Jim,Jim Carr,Jim Carr,MALE,41,Carr,Carr,(empty),Wednesday,2,jim@carr-family.zzz,sample_ecommerce,New York,North America,US,"{
  ""coordinates"": [
    -74,
    40.8
  ],
  ""type"": ""Point""
}",New York,Elitelligence,Elitelligence,"Sep 14, 2021 @ 19:46:05.000",558589,"sold_product_558589_23373, sold_product_558589_15483","sold_product_558589_23373, sold_product_558589_15483","$10.99, $33.00","$10.99, $33.00","Men's Clothing, Men's Clothing","Men's Clothing, Men's Clothing","Dec 6, 2016 @ 18:46:05.000, Dec 6, 2016 @ 18:46:05.000","0, 0","0, 0","Elitelligence, Elitelligence","Elitelligence, Elitelligence","$5.17, $14.85","$10.99, $33.00","23,373, 15,483","Vest - black, Sweatshirt - mottled grey","Vest - black, Sweatshirt - mottled grey","1, 1","ZO0567105671, ZO0593705937","0, 0","$10.99, $33.00","$10.99, $33.00","0, 0","ZO0567105671, ZO0593705937",$43.97 ,$43.97 ,2,2,order,jim
Men's Shoes,Men's Shoes,EUR,Recip,Recip,Recip Wood,Recip Wood,MALE,10,Wood,Wood,(empty),Wednesday,2,recip@wood-family.zzz,sample_ecommerce,Istanbul,Asia,TR,"{
  ""coordinates"": [
    29,
    41
  ],
  ""type"": ""Point""
}",Istanbul,"Low Tide Media, Angeldale","Low Tide Media, Angeldale","Sep 14, 2021 @ 19:38:53.000",558578,"sold_product_558578_23683, sold_product_558578_21985","sold_product_558578_23683, sold_product_558578_21985","$65.00, $60.00","$65.00, $60.00","Men's Shoes, Men's Shoes","Men's Shoes, Men's Shoes","Dec 6, 2016 @ 18:38:53.000, Dec 6, 2016 @ 18:38:53.000","0, 0","0, 0","Low Tide Media, Angeldale","Low Tide Media, Angeldale","$30.55, $28.80","$65.00, $60.00","23,683, 21,985","Lace-ups - black, Smart lace-ups - black","Lace-ups - black, Smart lace-ups - black","1, 1","ZO0400104001, ZO0680706807","0, 0","$65.00, $60.00","$65.00, $60.00","0, 0","ZO0400104001, ZO0680706807",$125 ,$125.00 ,2,2,order,recip
"Women's Accessories, Men's Clothing","Women's Accessories, Men's Clothing",EUR,Kamal,Kamal,Kamal Mckinney,Kamal Mckinney,MALE,39,Mckinney,Mckinney,(empty),Wednesday,2,kamal@mckinney-family.zzz,sample_ecommerce,Istanbul,Asia,TR,"{
  ""coordinates"": [
    29,
    41
  ],
  ""type"": ""Point""
}",Istanbul,"Elitelligence, Low Tide Media","Elitelligence, Low Tide Media","Sep 14, 2021 @ 19:28:48.000",558564,"sold_product_558564_20110, sold_product_558564_15281","sold_product_558564_20110, sold_product_558564_15281","$21.98, $65.00","$21.98, $65.00","Women's Accessories, Men's Clothing","Women's Accessories, Men's Clothing","Dec 6, 2016 @ 18:28:48.000, Dec 6, 2016 @ 18:28:48.000","0, 0","0, 0","Elitelligence, Low Tide Media","Elitelligence, Low Tide Media","$10.78, $31.84","$21.98, $65.00","20,110, 15,281","Rucksack - navy, Suit jacket - dark blue","Rucksack - navy, Suit jacket - dark blue","1, 1","ZO0604806048, ZO0423804238","0, 0","$21.98, $65.00","$21.98, $65.00","0, 0","ZO0604806048, ZO0423804238",$87 ,$87.00 ,2,2,order,kamal
Men's Clothing,Men's Clothing,EUR,Samir,Samir,Samir Holland,Samir Holland,MALE,34,Holland,Holland,(empty),Wednesday,2,samir@holland-family.zzz,sample_ecommerce,Dubai,Asia,AE,"{
  ""coordinates"": [
    55.3,
    25.3
  ],
  ""type"": ""Point""
}",Dubai,Elitelligence,Elitelligence,"Sep 14, 2021 @ 19:07:12.000",739226,sold_product_739226_23012,sold_product_739226_23012,$33.00 ,$33.00 ,Men's Clothing,Men's Clothing,"Dec 6, 2016 @ 18:07:12.000",0,0,Elitelligence,Elitelligence,$17.81 ,$33.00 ,"23,012",Denim jacket - grey denim,Denim jacket - grey denim,1,ZO0539205392,0,$33.00 ,$33.00 ,0,ZO0539205392,$33 ,$33.00 ,1,1,order,samir
Men's Clothing,Men's Clothing,EUR,Elyssa,Elyssa,Elyssa Hubbard,Elyssa Hubbard,FEMALE,27,Hubbard,Hubbard,(empty),Wednesday,2,elyssa@hubbard-family.zzz,sample_ecommerce,New York,North America,US,"{
  ""coordinates"": [
    -74,
    40.8
  ],
  ""type"": ""Point""
}",New York,Elitelligence,Elitelligence,"Sep 14, 2021 @ 19:05:46.000",739224,sold_product_739224_23012,sold_product_739224_23012,$33.00 ,$33.00 ,Men's Clothing,Men's Clothing,"Dec 6, 2016 @ 18:05:46.000",0,0,Elitelligence,Elitelligence,$17.81 ,$33.00 ,"23,012",Denim jacket - grey denim,Denim jacket - grey denim,1,ZO0539205392,0,$33.00 ,$33.00 ,0,ZO0539205392,$33 ,$33.00 ,1,1,order,elyssa
Women's Clothing,Women's Clothing,EUR,Yasmine,Yasmine,Yasmine Bailey,Yasmine Bailey,FEMALE,43,Bailey,Bailey,(empty),Wednesday,2,yasmine@bailey-family.zzz,sample_ecommerce,-,Asia,SA,"{
  ""coordinates"": [
    45,
    25
  ],
  ""type"": ""Point""
}",-,"Tigress Enterprises Curvy, Pyramidustries active","Tigress Enterprises Curvy, Pyramidustries active","Sep 14, 2021 @ 19:04:19.000",558539,"sold_product_558539_13823, sold_product_558539_9937","sold_product_558539_13823, sold_product_558539_9937","$18.98, $11.99","$18.98, $11.99","Women's Clothing, Women's Clothing","Women's Clothing, Women's Clothing","Dec 6, 2016 @ 18:04:19.000, Dec 6, 2016 @ 18:04:19.000","0, 0","0, 0","Tigress Enterprises Curvy, Pyramidustries active","Tigress Enterprises Curvy, Pyramidustries active","$9.49, $6.35","$18.98, $11.99","13,823, 9,937","Print T-shirt - navy, Sports shirt - black ","Print T-shirt - navy, Sports shirt - black ","1, 1","ZO0105101051, ZO0219002190","0, 0","$18.98, $11.99","$18.98, $11.99","0, 0","ZO0105101051, ZO0219002190",$30.98 ,$30.98 ,2,2,order,yasmine
Women's Accessories,Women's Accessories,EUR,Elyssa,Elyssa,Elyssa Little,Elyssa Little,FEMALE,27,Little,Little,(empty),Wednesday,2,elyssa@little-family.zzz,sample_ecommerce,New York,North America,US,"{
  ""coordinates"": [
    -74,
    40.8
  ],
  ""type"": ""Point""
}",New York,"Tigress Enterprises, Angeldale","Tigress Enterprises, Angeldale","Sep 14, 2021 @ 19:04:19.000",558538,"sold_product_558538_24222, sold_product_558538_12460","sold_product_558538_24222, sold_product_558538_12460","$24.98, $42.00","$24.98, $42.00","Women's Accessories, Women's Accessories","Women's Accessories, Women's Accessories","Dec 6, 2016 @ 18:04:19.000, Dec 6, 2016 @ 18:04:19.000","0, 0","0, 0","Tigress Enterprises, Angeldale","Tigress Enterprises, Angeldale","$13.49, $21.02","$24.98, $42.00","24,222, 12,460","Handbag - rose, Across body bag - Blue Violety","Handbag - rose, Across body bag - Blue Violety","1, 1","ZO0086800868, ZO0697906979","0, 0","$24.98, $42.00","$24.98, $42.00","0, 0","ZO0086800868, ZO0697906979",$67 ,$67.00 ,2,2,order,elyssa
Women's Shoes,Women's Shoes,EUR,Wilhemina St.,Wilhemina St.,Wilhemina St. Strickland,Wilhemina St. Strickland,FEMALE,17,Strickland,Strickland,(empty),Tuesday,1,wilhemina st.@strickland-family.zzz,sample_ecommerce,Monte Carlo,Europe,MC,"{
  ""coordinates"": [
    7.4,
    43.7
  ],
  ""type"": ""Point""
}",-,Tigress Enterprises,Tigress Enterprises,"Sep 14, 2021 @ 18:52:48.000",558526,"sold_product_558526_19128, sold_product_558526_18779","sold_product_558526_19128, sold_product_558526_18779","$24.98, $28.98","$24.98, $28.98","Women's Shoes, Women's Shoes","Women's Shoes, Women's Shoes","Dec 6, 2016 @ 17:52:48.000, Dec 6, 2016 @ 17:52:48.000","0, 0","0, 0","Tigress Enterprises, Tigress Enterprises","Tigress Enterprises, Tigress Enterprises","$13.49, $15.65","$24.98, $28.98","19,128, 18,779","High heels - black, High heeled sandals - silver","High heels - black, High heeled sandals - silver","1, 1","ZO0004800048, ZO0011000110","0, 0","$24.98, $28.98","$24.98, $28.98","0, 0","ZO0004800048, ZO0011000110",$53.97 ,$53.97 ,2,2,order,wilhemina
Men's Clothing,Men's Clothing,EUR,Robert,Robert,Robert Webb,Robert Webb,MALE,29,Webb,Webb,(empty),Tuesday,1,robert@webb-family.zzz,sample_ecommerce,-,Asia,SA,"{
  ""coordinates"": [
    45,
    25
  ],
  ""type"": ""Point""
}",-,"Elitelligence, Low Tide Media","Elitelligence, Low Tide Media","Sep 14, 2021 @ 18:35:31.000",558516,"sold_product_558516_16294, sold_product_558516_24686","sold_product_558516_16294, sold_product_558516_24686","$10.99, $24.98","$10.99, $24.98","Men's Clothing, Men's Clothing","Men's Clothing, Men's Clothing","Dec 6, 2016 @ 17:35:31.000, Dec 6, 2016 @ 17:35:31.000","0, 0","0, 0","Elitelligence, Low Tide Media","Elitelligence, Low Tide Media","$5.06, $13.74","$10.99, $24.98","16,294, 24,686","Print T-shirt - white, Trousers - beige","Print T-shirt - white, Trousers - beige","1, 1","ZO0565305653, ZO0419504195","0, 0","$10.99, $24.98","$10.99, $24.98","0, 0","ZO0565305653, ZO0419504195",$35.97 ,$35.97 ,2,2,order,robert
"Women's Clothing, Women's Accessories","Women's Clothing, Women's Accessories",EUR,Betty,Betty,Betty Bryan,Betty Bryan,FEMALE,44,Bryan,Bryan,(empty),Tuesday,1,betty@bryan-family.zzz,sample_ecommerce,New York,North America,US,"{
  ""coordinates"": [
    -74,
    40.7
  ],
  ""type"": ""Point""
}",New York,"Champion Arts, Oceanavigations","Champion Arts, Oceanavigations","Sep 14, 2021 @ 18:31:12.000",558514,"sold_product_558514_11984, sold_product_558514_14112","sold_product_558514_11984, sold_product_558514_14112","$20.98, $24.98","$20.98, $24.98","Women's Clothing, Women's Accessories","Women's Clothing, Women's Accessories","Dec 6, 2016 @ 17:31:12.000, Dec 6, 2016 @ 17:31:12.000","0, 0","0, 0","Champion Arts, Oceanavigations","Champion Arts, Oceanavigations","$9.87, $13.24","$20.98, $24.98","11,984, 14,112","Purple Princess - Print T-shirt - lila, Watch - black ","Purple Princess - Print T-shirt - lila, Watch - black ","1, 1","ZO0490804908, ZO0303103031","0, 0","$20.98, $24.98","$20.98, $24.98","0, 0","ZO0490804908, ZO0303103031",$45.97 ,$45.97 ,2,2,order,betty
"Men's Clothing, Men's Shoes","Men's Clothing, Men's Shoes",EUR,Frances,Frances,Frances Hardy,Frances Hardy,FEMALE,49,Hardy,Hardy,(empty),Tuesday,1,frances@hardy-family.zzz,sample_ecommerce,Cannes,Europe,FR,"{
  ""coordinates"": [
    7,
    43.6
  ],
  ""type"": ""Point""
}",Alpes-Maritimes,Elitelligence,Elitelligence,"Sep 14, 2021 @ 18:18:14.000",558501,"sold_product_558501_19518, sold_product_558501_21385","sold_product_558501_19518, sold_product_558501_21385","$33.00, $14.99","$33.00, $14.99","Men's Clothing, Men's Shoes","Men's Clothing, Men's Shoes","Dec 6, 2016 @ 17:18:14.000, Dec 6, 2016 @ 17:18:14.000","0, 0","0, 0","Elitelligence, Elitelligence","Elitelligence, Elitelligence","$16.81, $7.79","$33.00, $14.99","19,518, 21,385","Sweatshirt - mottled grey, Trainers - grey","Sweatshirt - mottled grey, Trainers - grey","1, 1","ZO0585505855, ZO0508305083","0, 0","$33.00, $14.99","$33.00, $14.99","0, 0","ZO0585505855, ZO0508305083",$47.97 ,$47.97 ,2,2,order,frances
"Men's Clothing, Men's Accessories","Men's Clothing, Men's Accessories",EUR,Abd,Abd,Abd Ball,Abd Ball,MALE,52,Ball,Ball,(empty),Tuesday,1,abd@ball-family.zzz,sample_ecommerce,Cairo,Africa,EG,"{
  ""coordinates"": [
    31.3,
    30.1
  ],
  ""type"": ""Point""
}",Cairo Governorate,Elitelligence,Elitelligence,"Sep 14, 2021 @ 18:05:17.000",558486,"sold_product_558486_20093, sold_product_558486_20767","sold_product_558486_20093, sold_product_558486_20767","$20.98, $11.99","$20.98, $11.99","Men's Clothing, Men's Accessories","Men's Clothing, Men's Accessories","Dec 6, 2016 @ 17:05:17.000, Dec 6, 2016 @ 17:05:17.000","0, 0","0, 0","Elitelligence, Elitelligence","Elitelligence, Elitelligence","$9.66, $5.52","$20.98, $11.99","20,093, 20,767","Tracksuit bottoms - mottled light grey, Belt - black ","Tracksuit bottoms - mottled light grey, Belt - black ","1, 1","ZO0530205302, ZO0598505985","0, 0","$20.98, $11.99","$20.98, $11.99","0, 0","ZO0530205302, ZO0598505985",$32.97 ,$32.97 ,2,2,order,abd
"Women's Clothing, Women's Shoes","Women's Clothing, Women's Shoes",EUR,Betty,Betty,Betty Lewis,Betty Lewis,FEMALE,44,Lewis,Lewis,(empty),Tuesday,1,betty@lewis-family.zzz,sample_ecommerce,New York,North America,US,"{
  ""coordinates"": [
    -74,
    40.7
  ],
  ""type"": ""Point""
}",New York,"Pyramidustries, Oceanavigations","Pyramidustries, Oceanavigations","Sep 14, 2021 @ 18:02:24.000",558481,"sold_product_558481_20163, sold_product_558481_5457","sold_product_558481_20163, sold_product_558481_5457","$29.98, $85.00","$29.98, $85.00","Women's Clothing, Women's Shoes","Women's Clothing, Women's Shoes","Dec 6, 2016 @ 17:02:24.000, Dec 6, 2016 @ 17:02:24.000","0, 0","0, 0","Pyramidustries, Oceanavigations","Pyramidustries, Oceanavigations","$13.50, $45.88","$29.98, $85.00","20,163, 5,457","Blazer - berry, Ankle boots - black","Blazer - berry, Ankle boots - black","1, 1","ZO0182301823, ZO0249802498","0, 0","$29.98, $85.00","$29.98, $85.00","0, 0","ZO0182301823, ZO0249802498",$115 ,$115.00 ,2,2,order,betty
"Women's Shoes, Women's Clothing, Women's Accessories","Women's Shoes, Women's Clothing, Women's Accessories",EUR,Elyssa,Elyssa,Elyssa Jackson,Elyssa Jackson,FEMALE,27,Jackson,Jackson,(empty),Tuesday,1,elyssa@jackson-family.zzz,sample_ecommerce,New York,North America,US,"{
  ""coordinates"": [
    -74,
    40.8
  ],
  ""type"": ""Point""
}",New York,"Pyramidustries, Tigress Enterprises","Pyramidustries, Tigress Enterprises","Sep 14, 2021 @ 17:59:31.000",730387,"sold_product_730387_14260, sold_product_730387_18176, sold_product_730387_11383, sold_product_730387_14982","sold_product_730387_14260, sold_product_730387_18176, sold_product_730387_11383, sold_product_730387_14982","$24.98, $33.00, $28.98, $20.98","$24.98, $33.00, $28.98, $20.98","Women's Shoes, Women's Shoes, Women's Clothing, Women's Accessories","Women's Shoes, Women's Shoes, Women's Clothing, Women's Accessories","Dec 6, 2016 @ 16:59:31.000, Dec 6, 2016 @ 16:59:31.000, Dec 6, 2016 @ 16:59:31.000, Dec 6, 2016 @ 16:59:31.000","0, 0, 0, 0","0, 0, 0, 0","Pyramidustries, Tigress Enterprises, Pyramidustries, Pyramidustries","Pyramidustries, Tigress Enterprises, Pyramidustries, Pyramidustries","$11.50, $17.81, $14.49, $9.45","$24.98, $33.00, $28.98, $20.98","14,260, 18,176, 11,383, 14,982","Classic heels - yellow, Boots - black, Tracksuit top - apricot multicolor, Watch - silver-coloured","Classic heels - yellow, Boots - black, Tracksuit top - apricot multicolor, Watch - silver-coloured","1, 1, 1, 1","ZO0134401344, ZO0023400234, ZO0175401754, ZO0189901899","0, 0, 0, 0","$24.98, $33.00, $28.98, $20.98","$24.98, $33.00, $28.98, $20.98","0, 0, 0, 0","ZO0134401344, ZO0023400234, ZO0175401754, ZO0189901899",$107.94 ,$107.94 ,4,4,order,elyssa
Men's Clothing,Men's Clothing,EUR,Wagdi,Wagdi,Wagdi Marshall,Wagdi Marshall,MALE,15,Marshall,Marshall,(empty),Tuesday,1,wagdi@marshall-family.zzz,sample_ecommerce,-,Asia,SA,"{
  ""coordinates"": [
    45,
    25
  ],
  ""type"": ""Point""
}",-,"Elitelligence, Oceanavigations","Elitelligence, Oceanavigations","Sep 14, 2021 @ 17:58:05.000",558477,"sold_product_558477_13701, sold_product_558477_20706","sold_product_558477_13701, sold_product_558477_20706","$11.99, $28.98","$11.99, $28.98","Men's Clothing, Men's Clothing","Men's Clothing, Men's Clothing","Dec 6, 2016 @ 16:58:05.000, Dec 6, 2016 @ 16:58:05.000","0, 0","0, 0","Elitelligence, Oceanavigations","Elitelligence, Oceanavigations","$6.35, $15.36","$11.99, $28.98","13,701, 20,706","Polo shirt - olive, Jumper - dark grey multicolor","Polo shirt - olive, Jumper - dark grey multicolor","1, 1","ZO0570005700, ZO0300403004","0, 0","$11.99, $28.98","$11.99, $28.98","0, 0","ZO0570005700, ZO0300403004",$40.97 ,$40.97 ,2,2,order,wagdi
"Women's Accessories, Women's Shoes","Women's Accessories, Women's Shoes",EUR,Betty,Betty,Betty Garza,Betty Garza,FEMALE,44,Garza,Garza,(empty),Tuesday,1,betty@garza-family.zzz,sample_ecommerce,New York,North America,US,"{
  ""coordinates"": [
    -74,
    40.7
  ],
  ""type"": ""Point""
}",New York,Tigress Enterprises,Tigress Enterprises,"Sep 14, 2021 @ 17:40:48.000",558459,"sold_product_558459_17995, sold_product_558459_17407","sold_product_558459_17995, sold_product_558459_17407","$20.98, $42.00","$20.98, $42.00","Women's Accessories, Women's Shoes","Women's Accessories, Women's Shoes","Dec 6, 2016 @ 16:40:48.000, Dec 6, 2016 @ 16:40:48.000","0, 0","0, 0","Tigress Enterprises, Tigress Enterprises","Tigress Enterprises, Tigress Enterprises","$11.12, $21.83","$20.98, $42.00","17,995, 17,407","Watch - black, Platform boots - dark grey","Watch - black, Platform boots - dark grey","1, 1","ZO0080000800, ZO0023900239","0, 0","$20.98, $42.00","$20.98, $42.00","0, 0","ZO0080000800, ZO0023900239",$62.97 ,$62.97 ,2,2,order,betty
Men's Clothing,Men's Clothing,EUR,Oliver,Oliver,Oliver Salazar,Oliver Salazar,MALE,7,Salazar,Salazar,(empty),Tuesday,1,oliver@salazar-family.zzz,sample_ecommerce,-,Europe,GB,"{
  ""coordinates"": [
    -0.1,
    51.5
  ],
  ""type"": ""Point""
}",-,"Elitelligence, Low Tide Media","Elitelligence, Low Tide Media","Sep 14, 2021 @ 17:36:29.000",558456,"sold_product_558456_11262, sold_product_558456_6167","sold_product_558456_11262, sold_product_558456_6167","$60.00, $24.98","$60.00, $24.98","Men's Clothing, Men's Clothing","Men's Clothing, Men's Clothing","Dec 6, 2016 @ 16:36:29.000, Dec 6, 2016 @ 16:36:29.000","0, 0","0, 0","Elitelligence, Low Tide Media","Elitelligence, Low Tide Media","$28.20, $12.74","$60.00, $24.98","11,262, 6,167","Winter jacket - black, Shirt - navy/bordeaux","Winter jacket - black, Shirt - navy/bordeaux","1, 1","ZO0542505425, ZO0414604146","0, 0","$60.00, $24.98","$60.00, $24.98","0, 0","ZO0542505425, ZO0414604146",$85 ,$85.00 ,2,2,order,oliver
Women's Clothing,Women's Clothing,EUR,Elyssa,Elyssa,Elyssa Benson,Elyssa Benson,FEMALE,27,Benson,Benson,(empty),Tuesday,1,elyssa@benson-family.zzz,sample_ecommerce,New York,North America,US,"{
  ""coordinates"": [
    -74,
    40.8
  ],
  ""type"": ""Point""
}",New York,"Gnomehouse, Pyramidustries","Gnomehouse, Pyramidustries","Sep 14, 2021 @ 17:16:19.000",558436,"sold_product_558436_22579, sold_product_558436_16457","sold_product_558436_22579, sold_product_558436_16457","$50.00, $18.98","$50.00, $18.98","Women's Clothing, Women's Clothing","Women's Clothing, Women's Clothing","Dec 6, 2016 @ 16:16:19.000, Dec 6, 2016 @ 16:16:19.000","0, 0","0, 0","Gnomehouse, Pyramidustries","Gnomehouse, Pyramidustries","$25.02, $9.49","$50.00, $18.98","22,579, 16,457","Summer dress - black, Jumper - grey multicolor","Summer dress - black, Jumper - grey multicolor","1, 1","ZO0340903409, ZO0177401774","0, 0","$50.00, $18.98","$50.00, $18.98","0, 0","ZO0340903409, ZO0177401774",$69 ,$69.00 ,2,2,order,elyssa
Women's Clothing,Women's Clothing,EUR,Elyssa,Elyssa,Elyssa Evans,Elyssa Evans,FEMALE,27,Evans,Evans,(empty),Tuesday,1,elyssa@evans-family.zzz,sample_ecommerce,New York,North America,US,"{
  ""coordinates"": [
    -74,
    40.8
  ],
  ""type"": ""Point""
}",New York,"Pyramidustries, Spherecords","Pyramidustries, Spherecords","Sep 14, 2021 @ 17:12:00.000",558431,"sold_product_558431_14857, sold_product_558431_14186","sold_product_558431_14857, sold_product_558431_14186","$24.98, $20.98","$24.98, $20.98","Women's Clothing, Women's Clothing","Women's Clothing, Women's Clothing","Dec 6, 2016 @ 16:12:00.000, Dec 6, 2016 @ 16:12:00.000","0, 0","0, 0","Pyramidustries, Spherecords","Pyramidustries, Spherecords","$13.49, $10.29","$24.98, $20.98","14,857, 14,186","Summer dress - grey, Cardigan - red","Summer dress - grey, Cardigan - red","1, 1","ZO0155901559, ZO0655706557","0, 0","$24.98, $20.98","$24.98, $20.98","0, 0","ZO0155901559, ZO0655706557",$45.97 ,$45.97 ,2,2,order,elyssa
"Men's Accessories, Men's Clothing","Men's Accessories, Men's Clothing",EUR,George,George,George Lawrence,George Lawrence,MALE,32,Lawrence,Lawrence,(empty),Tuesday,1,george@lawrence-family.zzz,sample_ecommerce,Birmingham,Europe,GB,"{
  ""coordinates"": [
    -1.9,
    52.5
  ],
  ""type"": ""Point""
}",Birmingham,"Microlutions, Oceanavigations","Microlutions, Oceanavigations","Sep 14, 2021 @ 17:06:14.000",558425,"sold_product_558425_24776, sold_product_558425_19135","sold_product_558425_24776, sold_product_558425_19135","$33.00, $33.00","$33.00, $33.00","Men's Accessories, Men's Clothing","Men's Accessories, Men's Clothing","Dec 6, 2016 @ 16:06:14.000, Dec 6, 2016 @ 16:06:14.000","0, 0","0, 0","Microlutions, Oceanavigations","Microlutions, Oceanavigations","$15.84, $17.16","$33.00, $33.00","24,776, 19,135","Watch - black, Jeans Skinny Fit - black","Watch - black, Jeans Skinny Fit - black","1, 1","ZO0126901269, ZO0284302843","0, 0","$33.00, $33.00","$33.00, $33.00","0, 0","ZO0126901269, ZO0284302843",$66 ,$66.00 ,2,2,order,george
